OBJECTID,Field Pole Number,CITY_FACILITY_ID,Utility Pole Number,Fixture Type,Current Lamp Type,Current Wattage,Rate Change Submission Date,LED Conversion Status,Installation Date,Leotek Replacement Status,Replacement Date,LED Fixture,Part Number,Manufacturer,Control Device,Field Issues,Access Issues,Pole Material,Arm Length,Mounting Height,Light Shield,Pre-Conversion Lamp Type,Pre-Conversion Wattage,Pre-Replacement Lamp Type,Pre-Replaceent Wattage,Utility Address,Approximate Address,Latitude, Longitude,Tanko ID,Shape,x,y
570,B6187,6187,B6187,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,1/17/2015,LED Replaced by Tanko Lighting,11/7/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,2 ft,< 25 feet,None,HPS,100,LED,42,OREGON 1 E/O GROVE,2827 Martin Luther King Jr Way,"37.856991, -122.271157",1001,,564114.9649999999,4190198.3354
571,3038,3038,B3038,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,1/17/2015,LED Replaced by Tanko Lighting,11/19/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,2 ft,< 25 feet,None,HPS,100,LED,42,W/S MC KINLEY 1 N/O CHANNING,2346 McKinley Ave,"37.865223, -122.273581",1003,,563894.6198000005,4191110.0275999997
572,5447,4241,B5447,Cobra Head,LED,74,5/29/2020,Converted to LED by Tanko Lighting in 2015,1/17/2015,LED Replaced by Tanko Lighting,3/18/2020,74W Type 3,EC3-10M2-MV-WW-3-GY-610-WL,Leotek,Photocell,None,Access Issue: Telephone Line Obstruction,Metal,12 ft,< 25 feet,None,HPS,200,LED,87,HASTE ST,2519 Dwight Way,"37.8661695, -122.2570182",4470,,565350.6405999996,4191226.5108000003
573,2225A,2225,2225A,Cobra Head,LED,74,2/4/2020,Converted to LED by Tanko Lighting in 2015,1/17/2015,LED Replaced by Tanko Lighting,11/12/2019,74W Type 3,EC3-10M2-MV-WW-3-GY-610-WL,Leotek,Photocell,None,None,Metal,12 ft,< 25 feet,None,HPS,200,LED,87,BOWDITICH WAY,2492 Bowditch St,"37.865512, -122.2562607",4471,,565417.8504999997,4191154.0906000007
574,T2500,NO CITY DATA,T2500,Cobra Head,LED,74,2/4/2020,Converted to LED by Tanko Lighting in 2015,1/17/2015,LED Replaced by Tanko Lighting,10/24/2019,74W Type 3,EC3-10M2-MV-WW-3-GY-610-WL,Leotek,Photocell,None,None,Metal,6 ft,< 25 feet,None,HPS,200,LED,87,TELEGRAPH AVE,Telegraph Ave,"37.8650335, -122.2585419",4472,,565217.6195,4191099.4036999997
575,B6247,NO CITY DATA,B6247,Cobra Head,LED,74,2/4/2020,Converted to LED by Tanko Lighting in 2015,1/17/2015,LED Replaced by Tanko Lighting,11/12/2019,74W Type 3,EC3-10M2-MV-WW-3-GY-610-WL,Leotek,Photocell,None,None,Wood,12 ft,< 25 feet,None,HPS,200,LED,87,BOWDITCH 2420,2470 Bowditch St,"37.8659288, -122.2563458",4524,,565409.9967,4191200.275699999
576,T2599,NO CITY DATA,T2599,Cobra Head,LED,74,2/4/2020,Converted to LED by Tanko Lighting in 2015,1/17/2015,LED Replaced by Tanko Lighting,8/20/2019,74W Type 3,EC3-10M2-MV-WW-3-GY-610-WL,Leotek,Photocell,None,None,Metal,6 ft,< 25 feet,None,HPS,200,LED,87,E/S TELEGRAPH 1/N/O PARKER T2599,2593 Telegraph Ave,"37.863364, -122.2585673",4552,,565216.8567000004,4190914.151900001
577,AD2001,AD2001N,AD2001,Cobra Head,LED,74,2/4/2020,Converted to LED by Tanko Lighting in 2015,1/17/2015,LED Replaced by Tanko Lighting,10/17/2019,74W Type 3,EC3-10M2-MV-WW-3-GY-610-WL,Leotek,Photocell,None,None,Metal,6 ft,< 25 feet,None,HPS,200,LED,87,N/S ADDISON 4/W/O SHATTUCK AD2001,2001 Addison St,"37.8709458, -122.2703735",4553,,564171.7862999998,4191747.1832
578,HR2120,HR2120,HR2120,Cobra Head,LED,74,2/4/2020,Converted to LED by Tanko Lighting in 2015,1/17/2015,LED Replaced by Tanko Lighting,8/19/2019,74W Type 3,EC3-10M2-MV-WW-3-GY-610-WL,Leotek,Photocell,None,None,Metal,6 ft,< 25 feet,None,HPS,200,LED,87,HEARST AVE & SHATTUCK  AVE S/E COR   BADGE NN72,2151 Berkeley Way,"37.8738706, -122.2679468",4554,,564382.6758000003,4192073.366800001
579,B6126,NO CITY DATA,B6120,Cobra Head,LED,74,2/4/2020,Converted to LED by Tanko Lighting in 2015,1/17/2015,LED Replaced by Tanko Lighting,8/22/2019,74W Type 3,EC3-10M2-MV-WW-3-GY-610-WL,Leotek,Photocell,None,None,Wood,6 ft,< 25 feet,None,HPS,200,LED,87,ALCATRAZ 1641,1645 Alcatraz Ave,"37.8484936, -122.2738663",6456,,563883.9621000001,4189253.6787
580,AZ1423,NO CITY DATA,AZ1423,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/17/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ALCATRAZ 1423,1467 Alcatraz Ave,"37.847867, -122.2783957",7046,,563486.0055,4189181.0672999993
581,SJT2739,SJT2739,,Cobra Head,LED,34,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,LED Replaced by Tanko Lighting,10/31/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,2 ft,< 25 feet,None,HPS,200,LED,42,,2800 Sacramento St,"37.856695, -122.2803762",4416,,563304.2115000002,4190159.2021999992
582,CB4,CB4,CB4,Cobra Head,LED,74,2/4/2020,Converted to LED by Tanko Lighting in 2015,1/15/2015,LED Replaced by Tanko Lighting,11/12/2019,74W Type 3,EC3-10M2-MV-WW-3-GY-610-WL,Leotek,Photocell,None,None,Metal,2 ft,< 25 feet,None,HPS,70,LED,87,W/S COLBY 4/S/O ASHBY CB4,2437 Webster St,"37.8555539, -122.2579232",5835,,565280.4013,4190048.0579000004
583,EU1370,EU1370,EU1370,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,EUCLID AVE 1370,1370 Euclid Ave,"37.883411, -122.262024",7118,,564895.2101999996,4193135.9966
584,EU1360,EU1360,EU1360,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,EUCLID AVE 1360,1364 Euclid Ave,"37.883547, -122.262139",7119,,564884.9780000001,4193151.006100001
585,EU1314,EU1314,EU1314,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,EUCLID AVE 1314,1314 Euclid Ave,"37.884094, -122.262606",7120,,564843.4314000001,4193211.372300001
586,FP34,FP34,FP34,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,FISHING PIER FP34 BERKELEY,155 Seawall Dr,"37.8597248, -122.3266674",7199,,559229.5721000005,4190464.9826999996
587,FP33,FP33,FP33,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,FISHING PIER FP33 BERKELEY,155 Seawall Dr,"37.8598796, -122.3262112",7200,,559269.5780999996,4190482.4475
588,FP32,FP32,FP32,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,FISHING PIER FP32 BERKELEY,155 Seawall Dr,"37.860054, -122.325693",7201,,559315.0221999995,4190502.1264999993
589,A3279,A3279,A3279,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,ADELINE ST 3279,1833 Alcatraz Ave,"37.848907, -122.2710609",7231,,564130.4215000002,4189301.4691000003
590,A2990,A2990,A2990,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADELINE ST  2990,2992 Adeline St,"37.854774, -122.26932",7246,,564278.4897999996,4189953.618899999
591,A2976,A2976,A2976,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,175,N/A,N/A,ADELINE ST 2976,2974 Adeline St,"37.8550145, -122.2692965",7247,,564280.3482999997,4189980.3189000003
592,A2932,A2932,A2932,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADELINE ST 2932,2966 Adeline St,"37.8551182, -122.2692531",7248,,564284.0762,4189991.8544999994
593,A2964,A2964,A2964,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADELINE ST 2964,2966 Adeline St,"37.85522, -122.269211",7249,,564287.6913999999,4190003.1783000007
594,A2926,A2926,A2926,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADELINE ST 2926,2932 Adeline St,"37.8553991, -122.2691108",7250,,564296.3505999995,4190023.1187999994
595,A2912,A2912,A2912,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADELINE ST 2912,2908 Adeline St,"37.8558851, -122.2689575",7251,,564309.4143000003,4190077.1468
596,A2913,A2913,A2913,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADELINE ST 2913,2911 Adeline St,"37.856119, -122.2683479",7252,,564362.8377999999,4190103.5185000002
597,A2906,A2906,A2906,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADELINE ST 2906,2902 Adeline St,"37.8561224, -122.2688712",7253,,564316.7999999998,4190103.5351
598,A2907,A2907,A2907,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADELINE ST A2907,Adeline St,"37.8562589, -122.2685182",7254,,564347.7348999996,4190118.9232
599,A2905,A2905,A2905,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADELINE ST 2905,2901 Adeline St,"37.8563299, -122.2682667",7255,,564369.7976000002,4190126.974199999
600,A2878,A2878,A2878,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADELINE ST 2878,2870 Adeline St,"37.856709, -122.268688",7256,,564332.4062999999,4190168.7455
601,A2874,A2874,A2874,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADELINE ST 2874,2870 Adeline St,"37.856967, -122.268627",7257,,564337.5482000001,4190197.4131000005
602,A2873,A2873,A2873,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADELINE ST 2873,2020 Oregon St,"37.857038, -122.267918",7258,,564399.8567000004,4190205.7795
603,A2864,A2864,A2864,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADELINE ST 2864,2870 Adeline St,"37.857185, -122.2685",7259,,564348.5307999998,4190221.688100001
604,EU1290,EU1290,EU1290,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,EUCLID AVE 1290,1304 Bay View Pl,"37.884372, -122.262807",7260,,564825.5122999996,4193242.077299999
605,EU1270,EU1270,EU1270,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,EUCLID AVE 1270,1274 Euclid Ave,"37.88484, -122.262855",7261,,564820.8810999999,4193293.9695999995
606,RG1,RG1,RG1,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,BERKELEY ROSE GARDEN,1265 Euclid Ave,"37.885076, -122.262747",7262,,564830.1712999996,4193320.2293999996
607,EU1251,EU1251,EU1251,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,E/S EUCLID AVE @ CODORNICES PARK,1239 Euclid Ave,"37.885652, -122.262541",7263,,564847.7810000004,4193384.2809999995
608,EU1250,EU1250,EU1250,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,W/S EUCLID AVE @ CODORNICES PARK,1240 Euclid Ave,"37.885674, -122.262702",7264,,564833.6041000001,4193386.6099999994
609,EU1230,EU1230,EU1230,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,EUCLID AVE 1230,2428 Eunice St,"37.885954, -122.262609",7265,,564841.5365000004,4193417.7413
610,EU1210,EU1210,EU1210,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,EUCLID AVE 1210,2428 Eunice St,"37.886218, -122.262522",7266,,564848.9552999996,4193447.0931
611,A2902,A2902,A2902,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,2014-2015: Major Tree Issue,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADELINE ST 2902,Adeline St,"37.85629, -122.2686276",7327,,564338.0839,4190122.2983999997
612,A2879,A2879,A2879,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,2014-2015: Major Tree Issue,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADELINE ST 2879,2871 Adeline St,"37.856804, -122.268006",7328,,564392.3190000001,4190179.756100001
613,A2931,A2931,A2931,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,2014-2015: Minor Tree Issue,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,E/S ADELINE 2/N/O ASHBY A2931,2001 Ashby Ave,"37.855609, -122.2685315",7333,,564347.1298000002,4190046.8066000007
614,A2865,A2865,A2865,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,2014-2015: Minor Tree Issue,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADELINE ST 2865,2020 Oregon St,"37.857213, -122.267828",7334,,564407.6217,4190225.2580999993
615,FP36,FP36,FP36,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,FISHING PIER FP36 BERKELEY,155 Seawall Dr,"37.859602, -122.327034",7337,,559197.4221000001,4190451.1252999995
616,RS8,NO CITY DATA,RS8,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,150,N/A,N/A,UNIVERSITY AMTRAK PARKING LOT,721 University Ave,"37.867599, -122.300284",7408,,561543.8619999997,4191355.7051999997
617,RS6,NO CITY DATA,RS6,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,1/15/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,150,N/A,N/A,UNIVERSITY AMTRAK PARKING LOT,731 University Ave,"37.867675, -122.30006",7410,,561563.5010000002,4191364.2852999996
618,CL1100A,CL1100A,CL1100A,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,W/S COLUSA & MONTEREY CL1100A,1102 Colusa Ave,"37.887047, -122.278522",48,,563441.2907999996,4193528.0714999996
619,RS40,NO CITY DATA,RS40,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,N/A,None,N/A,Fiberglass,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,UNIVERSITY AMTRAK PARKING LOT,700 University Ave,"37.8670421, -122.3007278",61,,561505.2898000004,4191293.6237000003
620,RS17,NO CITY DATA,RS17A1,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,N/A,None,N/A,Fiberglass,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,UNIVERSITY AMTRAK PARKING LOT,700 University Ave,"37.867188, -122.300753",62,,561502.9519999996,4191309.7949
621,RS15,NO CITY DATA,RS15,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,N/A,None,N/A,Fiberglass,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,UNIVERSITY AMTRAK PARKING LOT,701 University Ave,"37.867544, -122.300903",63,,561489.4626000002,4191349.1949000005
622,RS14,NO CITY DATA,RS14,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,N/A,None,N/A,Fiberglass,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,UNIVERSITY AMTRAK PARKING LOT,701 University Ave,"37.867638, -122.300942",64,,561485.9540999997,4191359.5987
623,RS13,NO CITY DATA,RS13,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,N/A,None,N/A,Fiberglass,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,UNIVERSITY AMTRAK PARKING LOT,701 University Ave,"37.867732, -122.300984",65,,561482.1819000002,4191370.0003999993
624,RS12,NO CITY DATA,RS12,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,N/A,None,N/A,Fiberglass,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,UNIVERSITY AMTRAK PARKING LOT,701 University Ave,"37.867865, -122.301032",66,,561477.8493999997,4191384.725400001
625,OGP1640,OHLONE GREENWAY PATH 1640,OGP1640,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,VIRGINIA GDNS,1335 Lincoln St,"37.87567, -122.287157",67,,562691.6284999996,4192259.9341
626,OGP1681,OHLONE GREENWAY PATH 1681,OGP1681,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,VIRGINIA GDNS,1320 Cedar St,"37.875738, -122.286925",68,,562711.9744999995,4192267.6348
627,RS16B,NO CITY DATA,RS16B,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,N/A,None,N/A,Fiberglass,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,UNIVERSITY AMTRAK,University Ave,"37.867431, -122.300862",122,,561493.1627000002,4191336.6843999997
628,RS16A,NO CITY DATA,RS16A,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,N/A,None,N/A,Fiberglass,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,UNIVERSITY AMTRAK PARKING LOT,University Ave,"37.867431, -122.300862",123,,561493.1627000002,4191336.6843999997
629,RS22,NO CITY DATA,RS22,Decorative,LED,60,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,"SimplyLED Retrofit Kit, High Bay",CLG-65-N40-AF-V450,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,UNIVERSITY AMTRAK PARKING LOT,University Ave,"37.867444, -122.300423",134,,561531.7648999998,4191338.416099999
630,RS28,NO CITY DATA,RS28,Decorative,LED,60,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,"SimplyLED Retrofit Kit, High Bay",CLG-65-N40-AF-V450,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,150,N/A,N/A,UNIVERSITY AMTRAK PARKING LOT,University Ave,"37.867516, -122.300048",137,,561564.6887999997,4191346.651900001
631,RS01,NO CITY DATA,RS1,Decorative,LED,60,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,"SimplyLED Retrofit Kit, High Bay",CLG-65-N40-AF-V450,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,150,N/A,N/A,UNIVERSITY AMTRAK PARKING LOT,University Ave,"37.867582, -122.299711",138,,561594.2752,4191354.1970000006
632,RS10,NO CITY DATA,RS10,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,150,N/A,N/A,UNIVERSITY AMTRAK PARKING LOT,709 University Ave,"37.86753, -122.300573",7406,,561518.4999000002,4191347.8589999992
633,RS9,NO CITY DATA,RS9,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,150,N/A,N/A,UNIVERSITY AMTRAK PARKING LOT,715 University Ave,"37.867556, -122.300434",7407,,561530.7041999996,4191350.8354
634,PD2442,PD2442,PD2442,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,PIEDMONT 2442,2498 Piedmont Ave,"37.8662657, -122.2517396",7412,,565814.8528000005,4191240.8933000006
635,PD2434,PD2434,PD2434,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,PIEDMONT 2434,2434 Piedmont Ave,"37.866524, -122.251833",7413,,565806.4077000003,4191269.4864000008
636,PD2430,PD2430,PD2430,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,1/14/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,PIEDMONT 2430,2430 Piedmont Ave,"37.8667068, -122.2518716",7414,,565802.8499999996,4191289.7412
