the_geom,t_addl,street_nam,f_addl,x,t_zip,fullname,i_strno,z,speed,y,str_nam,id,mounttype,poletype
POINT (-122.27070112200578 37.86988570353225),1999,CENTER,1901,564143.89038,94704,CENTER,0,21.174,25,4191629.3379,CENTER ST,476,Single Pole,SINGLE POLE
POINT (-122.27266718087314 37.86962198124955),1999,CENTER,1901,563971.195578,94704,CENTER,0,20.158,25,4191598.72825,CENTER ST,477,Single Pole,SINGLE POLE
POINT (-122.27046426042708 37.86986520618639),2199,MILVIA,2151,564164.740935,94704,MILVIA,2175,18.154,25,4191627.22731,MILVIA ST,478,Single Pole,SINGLE POLE
POINT (-122.27040069525512 37.869160082266816),2199,MILVIA,2151,564170.943765,94704,MILVIA,2001,16.192,25,4191549.03554,ALLSTON WAY,479,Single Pole,SINGLE POLE
POINT (-122.28415274976895 37.87003880310674),2099,ACTON,2001,562960.635883,94702,ACTON,1417,-2.344,25,4191637.16474,ADDISON ST,480,Single Pole,SINGLE POLE
POINT (-122.28210350296783 37.870245558468994),1499,UNIVERSITY,1401,563140.69866,94702,UNIVERSITY,1498,-1.398,35,4191661.48956,UNIVERSITY AVE,481,Pole Mast,MASTARM POLE
POINT (-122.28216245310739 37.870264574661746),1499,UNIVERSITY,1401,563135.49669,94702,UNIVERSITY,1498,-1.31,35,4191663.55998,UNIVERSITY AVE,482,Single Pole,SINGLE POLE
POINT (-122.2841715424377 37.87012660050662),1499,UNIVERSITY,1401,562958.908515,94702,UNIVERSITY,1401,-1.097,35,4191646.89363,UNIVERSITY AVE,483,Single Pole,SINGLE POLE
POINT (-122.28215410599941 37.87050732110148),1499,UNIVERSITY,1401,563136.023949,94702,UNIVERSITY,1499,8.438,35,4191690.49806,UNIVERSITY AVE,484,Pole Mast,MASTARM POLE
POINT (-122.2821331933494 37.87052810176926),1499,UNIVERSITY,1401,563137.846197,94702,UNIVERSITY,1499,3.574,35,4191692.81779,UNIVERSITY AVE,485,Single Pole,SINGLE POLE
POINT (-122.28179810578078 37.87030067196818),2099,SACRAMENTO,2001,563167.512611,94703,SACRAMENTO,1500,0.088,35,4191667.81077,UNIVERSITY AVE,486,Single Pole,SINGLE POLE
POINT (-122.26787472741475 37.870412179416064),2109,CENTER,2101,564392.024473,94704,CENTER,150,25.275,25,4191689.69815,BERKELEY SQ,487,Single Pole,SINGLE POLE
POINT (-122.26789552096686 37.87027974494622),2109,CENTER,2101,564390.31119,94704,CENTER,150,28.81,25,4191674.98934,BERKELEY SQ,488,Single Pole,SINGLE POLE
POINT (-122.26352838305858 37.867332188493954),2329,ELLSWORTH,2301,564776.997268,94704,ELLSWORTH,2314,38.32,25,4191350.97516,BANCROFT WAY,489,Single Pole,SINGLE POLE
POINT (-122.2608028917173 37.86490625157443),2499,DANA,2421,565018.855053,94704,DANA,2446,39.84,25,4191083.70772,DANA ST,490,Single Pole,SINGLE POLE
POINT (-122.26094227539782 37.86563420787411),2499,DANA,2421,565005.954794,94704,DANA,2430,43.905,25,4191164.37912,DANA ST,491,Single Pole,SINGLE POLE
POINT (-122.26066576110325 37.86492139028703),2499,DANA,2421,565030.903698,94704,DANA,2401,37.946,25,4191085.48306,DWIGHT WAY,492,Single Pole,SINGLE POLE
POINT (-122.25383512471373 37.865671876021715),2599,COLLEGE,2501,565631.060912,94704,COLLEGE,2700,58.659,35,4191173.53233,DWIGHT WAY,493,Single Pole,SINGLE POLE
POINT (-122.25396314980578 37.86559759800357),2599,COLLEGE,2501,565619.865382,94704,COLLEGE,2504,60.398,35,4191165.20081,COLLEGE AVE,494,Single Pole,SINGLE POLE
POINT (-122.25859389086587 37.86611531515565),2449,TELEGRAPH,2401,565212.093072,94704,TELEGRAPH,2503,43.732,35,4191219.39733,HASTE ST,495,Single Pole,SINGLE POLE
POINT (-122.25886122701736 37.86681644755703),2449,TELEGRAPH,2401,565187.960536,94704,TELEGRAPH,2400,47.063,35,4191297.00226,TELEGRAPH AVE,496,Single Pole,SINGLE POLE
POINT (-122.28148115819113 37.867396221992934),1549,ALLSTON,1501,563197.869443,94703,ALLSTON,2201,-0.982,25,4191345.77147,SACRAMENTO ST,497,Single Pole,SINGLE POLE
POINT (-122.26802374578847 37.869231652278565),2247,SHATTUCK,2201,564379.944932,94704,SHATTUCK,2060,16.971,35,4191558.61333,ALLSTON WAY,498,Single Pole,SINGLE POLE
POINT (-122.26796341295366 37.86930986259576),2247,SHATTUCK,2201,564385.184062,94704,SHATTUCK,2060,22.666,35,4191567.3325,ALLSTON WAY,499,Single Pole,SINGLE POLE
POINT (-122.267885139229 37.86858753847713),2247,SHATTUCK,2201,564392.696931,94704,SHATTUCK,2060,23.28,35,4191487.24376,ALLSTON WAY,500,Single Pole,SINGLE POLE
POINT (-122.29430527590777 37.87524102074076),1099,CEDAR,1027,562063.318441,94702,CEDAR,1580,-23.19,35,4192207.5598,SAN PABLO AVE,501,Single Pole,SINGLE POLE
POINT (-122.2942826716354 37.875268777531716),1099,CEDAR,1027,562065.283642,94702,CEDAR,1580,-23.058,35,4192210.65486,SAN PABLO AVE,502,Single Pole,SINGLE POLE
POINT (-122.29420968878584 37.875112020804835),1099,CEDAR,1027,562071.833594,94702,CEDAR,1620,-19.876,35,4192193.3106,SAN PABLO AVE,503,Pole Mast,MASTARM POLE
POINT (-122.29426323810593 37.87512568094784),1099,CEDAR,1027,562067.112535,94702,CEDAR,1620,-23.239,35,4192194.79058,SAN PABLO AVE,504,Single Pole,SINGLE POLE
POINT (-122.27081081316383 37.87356169037038),2025,HEARST,2001,564131.055979,94704,HEARST,2000,30.502,25,4192037.12055,HEARST AVE,505,Single Pole,SINGLE POLE
POINT (-122.26004731136061 37.875171519273124),2599,HEARST,2501,565076.285819,94709,HEARST,1865,66.024,25,4192223.18577,EUCLID AVE,506,Pole Mast,MASTARM POLE
POINT (-122.26867910165096 37.87374667975561),1949,SHATTUCK,1901,564318.378245,94704,SHATTUCK,1900,37.659,35,4192059.11262,SHATTUCK AVE,507,Pole Mast,MASTARM POLE
POINT (-122.29959673022732 37.874100307120244),899,CEDAR,841,561598.898518,94710,CEDAR,1529,-23.566,35,4192077.49001,SIXTH ST,508,Pole Mast,MASTARM POLE
POINT (-122.29950104572532 37.87410119792586),899,CEDAR,841,561607.313602,94710,CEDAR,850,-25.361,35,4192077.65192,CEDAR ST,509,Single Pole,SINGLE POLE
POINT (-122.299603923867 37.874205658745275),1599,6TH,1501,561598.17756,94710,6TH,1529,-27.579,35,4192089.17402,SIXTH ST,510,Pole Mast,MASTARM POLE
POINT (-122.29395074879707 37.87513831087976),1699,SAN PABLO,1601,562094.584695,94702,SAN PABLO,1601,-16.221,35,4192196.39979,SAN PABLO AVE,511,Single Pole,SINGLE POLE
POINT (-122.28208598992876 37.87303096888196),1599,DELAWARE,1501,563139.861393,94703,DELAWARE,1502,3.585,25,4191970.54771,DELAWARE ST,512,Pole Mast,MASTARM POLE
POINT (-122.27072646971072 37.87196124413528),0,UNIVERSITY,0,564139.861279,94704,UNIVERSITY,1995,27.344,35,4191859.60553,UNIVERSITY AVE,513,Single Pole,SINGLE POLE
POINT (-122.26860029723613 37.87222970188763),2099,UNIVERSITY,2001,564326.627759,94704,UNIVERSITY,1998,26.202,35,4191890.85508,SHATTUCK AVE,514,Single Pole,SINGLE POLE
POINT (-122.27047182312056 37.87178697813039),2099,UNIVERSITY,2001,564162.408394,94704,UNIVERSITY,2000,30.486,35,4191840.44609,UNIVERSITY AVE,515,Single Pole,SINGLE POLE
POINT (-122.26856037063985 37.872003379317576),2099,UNIVERSITY,2001,564330.336456,94704,UNIVERSITY,2000,28.355,35,4191865.77197,SHATTUCK AVE,516,Single Pole,SINGLE POLE
POINT (-122.27049584243011 37.87190811543583),2099,UNIVERSITY,2001,564160.19161,94704,UNIVERSITY,1949,27.084,35,4191853.8703,MILVIA ST,517,Single Pole,SINGLE POLE
POINT (-122.2680056609525 37.87230621846514),2109,UNIVERSITY,2101,564378.860483,94704,UNIVERSITY,1987,26.557,25,4191899.75516,SHATTUCK AVE,518,Single Pole,SINGLE POLE
POINT (-122.2679785941559 37.872118066939265),2109,UNIVERSITY,2101,564381.404184,94704,UNIVERSITY,48,25.923,25,4191878.89822,SHATTUCK SQ,519,Single Pole,SINGLE POLE
POINT (-122.2678620938397 37.87232010872918),2109,UNIVERSITY,2101,564391.474657,94704,UNIVERSITY,2111,26.652,25,4191901.39533,UNIVERSITY AVE,520,Single Pole,SINGLE POLE
POINT (-122.26640665629861 37.874197568209894),2199,HEARST,2151,564517.845653,94709,HEARST,0,35.813,25,4192110.70839,OXFORD ST,521,Single Pole,SINGLE POLE
POINT (-122.26629048778426 37.8740449785604),1949,OXFORD,1901,564528.194904,94704,OXFORD,1900,35.052,25,4192093.85855,OXFORD ST,522,Single Pole,SINGLE POLE
POINT (-122.26640009551355 37.87398868559206),1949,OXFORD,1901,564518.603902,94704,OXFORD,1900,37.636,25,4192087.53727,OXFORD ST,523,Single Pole,SINGLE POLE
POINT (-122.2663086596587 37.87395074557047),1949,OXFORD,1901,564526.679067,94704,OXFORD,1900,36.847,25,4192083.39098,OXFORD ST,524,Single Pole,SINGLE POLE
POINT (-122.25691494924872 37.875581223163096),2699,HEARST,2601,565351.407937,94709,HEARST,2607,80.46,25,4192270.83184,HEARST AVE,525,Single Pole,SINGLE POLE
POINT (-122.25684940249381 37.87545147787126),2699,HEARST,2601,565357.287518,94720,HEARST,2301,79.81,25,4192256.48283,BANCROFT WAY,526,Single Pole,SINGLE POLE
POINT (-122.29282886186547 37.871776351519465),1199,DELAWARE,1101,562196.078866,94702,DELAWARE,1775,-11.25,25,4191824.13142,SAN PABLO AVE,527,Single Pole,SINGLE POLE
POINT (-122.29275741687606 37.8716526660827),1199,DELAWARE,1101,562202.466122,94702,DELAWARE,1801,-14.206,25,4191810.45652,SAN PABLO AVE,528,Pole Mast,MASTARM POLE
POINT (-122.28212830177647 37.8731872297013),1799,SACRAMENTO,1725,563136.006856,94702,SACRAMENTO,1739,3.907,35,4191987.85642,SACRAMENTO ST,529,Pole Mast,MASTARM POLE
POINT (-122.282245304704 37.873219562199765),1799,SACRAMENTO,1725,563125.688236,94702,SACRAMENTO,1739,5.464,35,4191991.36434,SACRAMENTO ST,530,Single Pole,SINGLE POLE
POINT (-122.26876875244453 37.87374065809539),2099,HEARST,2027,564310.498814,94704,HEARST,1900,34.098,25,4192058.3829,SHATTUCK AVE,531,Single Pole,SINGLE POLE
POINT (-122.26871940928481 37.87394861295023),2099,HEARST,2027,564314.65744,94709,HEARST,1848,34.035,25,4192081.48936,SHATTUCK AVE,532,Single Pole,SINGLE POLE
POINT (-122.26874480820187 37.87391340044508),2099,HEARST,2027,564312.454143,94709,HEARST,1848,37.283,25,4192077.56524,SHATTUCK AVE,533,Single Pole,SINGLE POLE
POINT (-122.29317847881087 37.87173674099004),1099,DELAWARE,1029,562165.362497,94702,DELAWARE,1740,-11.07,25,4191819.50368,SAN PABLO AVE,534,Pole Mast,MASTARM POLE
POINT (-122.2931605561468 37.87175391116753),1099,DELAWARE,1029,562166.924162,94702,DELAWARE,1740,-15.456,25,4191821.42066,SAN PABLO AVE,535,Single Pole,SINGLE POLE
POINT (-122.29313404572913 37.87159187984135),1099,DELAWARE,1029,562169.392804,94702,DELAWARE,1800,-13.102,25,4191803.46081,SAN PABLO AVE,536,Single Pole,SINGLE POLE
POINT (-122.29923630519545 37.87235792832427),815,VIRGINIA,811,561632.049556,94710,VIRGINIA,1650,-25.732,25,4191884.40788,SIXTH ST,537,Single Pole,SINGLE POLE
POINT (-122.29921336128429 37.87237861883009),815,VIRGINIA,811,561634.049912,94710,VIRGINIA,1650,-25.235,25,4191886.71862,SIXTH ST,538,Single Pole,SINGLE POLE
POINT (-122.29915061422145 37.87222398994829),815,VIRGINIA,811,561639.696792,94710,VIRGINIA,1724,-24.698,25,4191869.60359,SIXTH ST,539,Single Pole,SINGLE POLE
POINT (-122.29891389555547 37.87225849886402),1799,6TH,1701,561660.487809,94710,6TH,830,-26.311,35,4191873.58891,VIRGINIA ST,540,Single Pole,SINGLE POLE
POINT (-122.29891535082211 37.87230841842353),899,VIRGINIA,831,561660.318671,94710,VIRGINIA,830,-26.592,25,4191879.12666,VIRGINIA ST,541,Single Pole,SINGLE POLE
POINT (-122.29897177105569 37.87242010731485),899,VIRGINIA,831,561655.263391,94710,VIRGINIA,1647,-24.881,25,4191891.48159,SIXTH ST,542,Single Pole,SINGLE POLE
POINT (-122.2733141606447 37.87338232765756),1899,MARTIN LUTHER KING J,1801,563911.042255,94709,MARTIN LUTHER KING J,0,20.468,35,4192015.50285,HEARST AVE,543,Single Pole,SINGLE POLE
POINT (-122.27312834979415 37.87343420627779),1899,MARTIN LUTHER KING J,1801,563927.339379,94709,MARTIN LUTHER KING J,1901,25.254,35,4192021.3863,HEARST AVE,544,Single Pole,SINGLE POLE
POINT (-122.26610070171267 37.87410183426061),2249,HEARST,2201,564544.837155,94720,HEARST,2301,35.634,25,4192100.29742,BANCROFT WAY,545,Pole Mast,MASTARM POLE
POINT (-122.26615973664464 37.87425660691511),2249,HEARST,2201,564539.509603,94709,HEARST,1899,33.941,25,4192117.42973,OXFORD ST,546,Single Pole,SINGLE POLE
POINT (-122.29390986912709 37.875190568679336),1109,CEDAR,1101,562098.136123,94702,CEDAR,1601,-16.696,35,4192202.22533,SAN PABLO AVE,547,Single Pole,SINGLE POLE
POINT (-122.29398092644564 37.875322779967114),1109,CEDAR,1101,562091.775588,94702,CEDAR,1103,-21.882,35,4192216.84699,HOPKINS ST,548,Single Pole,SINGLE POLE
POINT (-122.26029932364978 37.8752185730725),1899,EUCLID,1801,565054.080724,94709,EUCLID,2483,98.663,25,4192228.23035,HEARST AVE,549,Single Pole,SINGLE POLE
POINT (-122.28245308874105 37.872967299879534),1499,DELAWARE,1425,563107.62919,94702,DELAWARE,1800,0.376,25,4191963.2351,SACRAMENTO ST,550,Single Pole,SINGLE POLE
POINT (-122.28239980701824 37.87294074212253),1499,DELAWARE,1425,563112.33784,94702,DELAWARE,1800,0.453,25,4191960.32425,SACRAMENTO ST,551,Pole Mast,MASTARM POLE
POINT (-122.2824928444183 37.87311767668141),1499,DELAWARE,1425,563104.004886,94702,DELAWARE,1429,0.856,25,4191979.89316,DELAWARE ST,552,Single Pole,SINGLE POLE
POINT (-122.28223335842117 37.87293945977397),1899,SACRAMENTO,1801,563126.978261,94702,SACRAMENTO,1800,3.746,35,4191960.29481,SACRAMENTO ST,553,Single Pole,SINGLE POLE
POINT (-122.27331167175255 37.8732143773655),1899,HEARST,1801,563911.406352,94704,HEARST,1900,20.604,25,4191996.87018,M L KING JR WAY,554,Single Pole,SINGLE POLE
POINT (-122.2732498302079 37.87320889792943),1927,MARTIN LUTHER KING J,1901,563916.849917,94704,MARTIN LUTHER KING J,1900,20.353,35,4191996.30452,M L KING JR WAY,555,Single Pole,SINGLE POLE
POINT (-122.27311421620507 37.873280821963505),1929,HEARST,1901,563928.714668,94704,HEARST,1910,26.348,25,4192004.37707,HEARST AVE,556,Single Pole,SINGLE POLE
POINT (-122.2709777696436 37.873508433253726),1923,MILVIA,1901,564116.418072,94704,MILVIA,0,25.667,25,4192031.09653,MILVIA ST,557,Single Pole,SINGLE POLE
POINT (-122.29979406580962 37.87410422628768),831,CEDAR,819,561581.539429,94710,CEDAR,1526,-23.603,25,4192077.7947,SIXTH ST,558,Single Pole,SINGLE POLE
POINT (-122.29972818138528 37.87400676700642),831,CEDAR,819,561587.41552,94710,CEDAR,830,-24.588,25,4192067.02482,CEDAR ST,559,Pole Mast,MASTARM POLE
POINT (-122.29902208241796 37.87243459413117),1699,6TH,1601,561650.826516,94710,6TH,1647,-24.801,35,4191893.05493,SIXTH ST,560,Pole Mast,MASTARM POLE
POINT (-122.26840016657576 37.87380770181821),2149,HEARST,2101,564342.856901,94704,HEARST,0,34.154,25,4192066.07518,HEARST AVE,561,Single Pole,SINGLE POLE
POINT (-122.26841277907921 37.873772450484005),2149,HEARST,2101,564341.77852,94704,HEARST,0,33.669,25,4192062.15543,HEARST AVE,562,Single Pole,SINGLE POLE
POINT (-122.26845009652645 37.87396164616569),2149,HEARST,2101,564338.331692,94709,HEARST,1849,38.823,25,4192083.12181,SHATTUCK AVE,563,Single Pole,SINGLE POLE
POINT (-122.27089173536687 37.8737668279317),1899,MILVIA,1801,564123.760391,94709,MILVIA,2001,29.183,25,4192059.82562,HEARST AVE,564,Single Pole,SINGLE POLE
POINT (-122.27100451633484 37.87366550647587),1899,MILVIA,1801,564113.929275,94709,MILVIA,1933,30.828,25,4192048.50648,HEARST AVE,565,Single Pole,SINGLE POLE
POINT (-122.25667081123832 37.87547121706076),2755,HEARST,2701,565372.976607,94720,HEARST,2301,83.52,25,4192258.79812,BANCROFT WAY,566,Single Pole,SINGLE POLE
POINT (-122.29300955513968 37.8716124379909),1899,SAN PABLO,1801,562180.324651,94702,SAN PABLO,1800,-12.371,35,4191805.82492,SAN PABLO AVE,567,Single Pole,SINGLE POLE
POINT (-122.2930484816464 37.8715647761472),1899,SAN PABLO,1801,562176.940742,94702,SAN PABLO,1800,-8.502,35,4191800.51102,SAN PABLO AVE,568,Pole Mast,MASTARM POLE
POINT (-122.29290873468449 37.87181436378546),1799,SAN PABLO,1721,562189.022216,94702,SAN PABLO,1775,-14.648,35,4191828.29547,SAN PABLO AVE,569,Pole Mast,MASTARM POLE
POINT (-122.23908224784132 37.87457240511374),0,"CENTENNIAL, OA",0,566920.659106,94720,"CENTENNIAL, OA",2301,181.556,25,4192171.54063,BANCROFT WAY,570,Single Pole,SINGLE POLE
POINT (-122.23888387068992 37.875231338919235),0,"CENTENNIAL, OA",0,566937.51006,94720,"CENTENNIAL, OA",2301,185.442,25,4192244.79261,BANCROFT WAY,571,Pole Mast,MASTARM POLE
POINT (-122.23866029745041 37.87527461617453),0,"CENTENNIAL, OA",0,566957.133373,94720,"CENTENNIAL, OA",2301,184.581,25,4192249.75501,BANCROFT WAY,572,Single Pole,SINGLE POLE
POINT (-122.2388202464913 37.8753615117817),0,"CENTENNIAL, OA",0,566942.987493,94720,"CENTENNIAL, OA",2301,187.087,25,4192259.28089,BANCROFT WAY,573,Single Pole,SINGLE POLE
POINT (-122.2386326417517 37.875376088343266),0,"CENTENNIAL, OA",0,566959.474153,94720,"CENTENNIAL, OA",2301,185.507,25,4192261.03317,BANCROFT WAY,574,Single Pole,SINGLE POLE
POINT (-122.23893924579284 37.87600545470888),0,"CENTENNIAL, OA",0,566931.939905,94720,"CENTENNIAL, OA",2301,212.42,25,4192330.64318,BANCROFT WAY,575,Single Pole,SINGLE POLE
POINT (-122.26606564852179 37.873458680706484),0,UNNAMED UC BERKELEY,0,564548.480971,94720,UNNAMED UC BERKELEY,2301,37.394,25,4192028.96291,BANCROFT WAY,576,Pole Mast,MASTARM POLE
POINT (-122.26599721984478 37.87334567743869),0,UNNAMED UC BERKELEY,0,564554.597985,94720,UNNAMED UC BERKELEY,2301,33.122,25,4192016.47267,BANCROFT WAY,577,Single Pole,SINGLE POLE
POINT (-122.2600895146539 37.87499750288082),0,HAVILAND,0,565072.727512,94720,HAVILAND,2301,63.383,25,4192203.84847,BANCROFT WAY,578,Single Pole,SINGLE POLE
POINT (-122.26015761252283 37.87498935236589),0,HAVILAND,0,565066.745424,94720,HAVILAND,2301,63.745,25,4192202.89673,BANCROFT WAY,579,Single Pole,SINGLE POLE
POINT (-122.23985000501985 37.875865236296406),0,"CENTENNIAL, OA",0,566851.968139,94720,"CENTENNIAL, OA",2301,222.685,25,4192314.4326,BANCROFT WAY,580,Single Pole,SINGLE POLE
POINT (-122.27287372456217 37.871492576854884),1949,UNIVERSITY,1901,563951.411619,94704,UNIVERSITY,1900,23.028,35,4191806.13323,UNIVERSITY AVE,581,Pole Mast,MASTARM POLE
POINT (-122.28437650804125 37.870240768560926),1999,ACTON,1951,562940.783527,94702,ACTON,1399,-0.208,25,4191659.42275,UNIVERSITY AVE,582,Single Pole,SINGLE POLE
POINT (-122.28431857377574 37.87054673595345),1999,ACTON,1951,562945.619229,94702,ACTON,1401,-0.34,25,4191693.40974,UNIVERSITY AVE,583,Single Pole,SINGLE POLE
POINT (-122.2841927653625 37.870256649044194),1999,ACTON,1951,562956.930592,94702,ACTON,1401,-0.819,25,4191661.30859,UNIVERSITY AVE,584,Single Pole,SINGLE POLE
POINT (-122.27974172437972 37.87085091519553),1999,CALIFORNIA,1921,563347.906302,94703,CALIFORNIA,1601,8.423,25,4191730.25582,UNIVERSITY AVE,585,Single Pole,SINGLE POLE
POINT (-122.27971388865164 37.870811828909495),1999,CALIFORNIA,1921,563350.388381,94703,CALIFORNIA,1601,7.6,25,4191725.93761,UNIVERSITY AVE,586,Single Pole,SINGLE POLE
POINT (-122.27055196654617 37.87202053788249),1999,MILVIA,1925,564155.157395,94704,MILVIA,1949,25.479,25,4191866.30492,MILVIA ST,587,Single Pole,SINGLE POLE
POINT (-122.25915972401285 37.868762321942796),2299,SATHER,2201,565159.992355,94720,SATHER,2301,51.429,25,4191512.69178,BANCROFT WAY,588,Single Pole,SINGLE POLE
POINT (-122.25920244040148 37.86878930590451),2299,SATHER,2201,565156.211132,94720,SATHER,2301,52.638,25,4191515.65654,BANCROFT WAY,589,Single Pole,SINGLE POLE
POINT (-122.27049616191337 37.87007464686176),2149,MILVIA,2101,564161.753566,94704,MILVIA,2001,17.147,25,4191650.44314,CENTER ST,590,Single Pole,SINGLE POLE
POINT (-122.2684821030053 37.87197343161956),0,SHATTUCK,0,564337.245587,94704,SHATTUCK,2000,23.057,35,4191862.5029,SHATTUCK AVE,591,Single Pole,SINGLE POLE
POINT (-122.26828834618114 37.872066784747176),0,SHATTUCK,0,564354.206739,94704,SHATTUCK,48,23.902,35,4191872.99498,SHATTUCK SQ,592,Single Pole,SINGLE POLE
POINT (-122.2708261285886 37.87169171550259),2099,MILVIA,2001,564131.329672,94704,MILVIA,1974,31.332,25,4191829.63329,UNIVERSITY AVE,593,Single Pole,SINGLE POLE
POINT (-122.2706177245383 37.8717780021636),2099,MILVIA,2001,564149.584022,94704,MILVIA,2000,30.621,25,4191839.34945,UNIVERSITY AVE,594,Single Pole,SINGLE POLE
POINT (-122.279934579178 37.87078126772905),1599,UNIVERSITY,1501,563331.004226,94703,UNIVERSITY,1597,7.457,35,4191722.39714,UNIVERSITY AVE,595,Single Pole,SINGLE POLE
POINT (-122.27989168244753 37.870568428395515),1599,UNIVERSITY,1501,563334.959614,94703,UNIVERSITY,1598,5.987,35,4191698.81127,UNIVERSITY AVE,596,Single Pole,SINGLE POLE
POINT (-122.28178068713723 37.87056551229372),1599,UNIVERSITY,1501,563168.817751,94703,UNIVERSITY,1501,0.301,35,4191697.20703,UNIVERSITY AVE,597,Single Pole,SINGLE POLE
POINT (-122.28175680201498 37.87032855564037),1599,UNIVERSITY,1501,563171.121274,94703,UNIVERSITY,1500,-0.209,35,4191670.93317,UNIVERSITY AVE,598,Pole Mast,MASTARM POLE
POINT (-122.27968111721223 37.87062538540261),2099,CALIFORNIA,2001,563353.430251,94703,CALIFORNIA,1600,5.721,25,4191705.274,UNIVERSITY AVE,599,Single Pole,SINGLE POLE
POINT (-122.27985272696998 37.87054525043193),2099,CALIFORNIA,2001,563338.405234,94703,CALIFORNIA,1598,6.633,25,4191696.26584,UNIVERSITY AVE,600,Single Pole,SINGLE POLE
POINT (-122.2663348319806 37.873214459254044),1999,OXFORD,1951,564525.019674,94704,OXFORD,1952,36.381,25,4192001.68007,OXFORD ST,601,Pole Mast,MASTARM POLE
POINT (-122.26611110665111 37.87256868944705),1999,OXFORD,1951,564545.259305,94704,OXFORD,1990,36.302,25,4191930.18535,OXFORD ST,602,Single Pole,SINGLE POLE
POINT (-122.26626291574628 37.8725684189245),1999,OXFORD,1951,564531.908605,94704,OXFORD,1990,30.757,25,4191930.05041,OXFORD ST,603,Single Pole,SINGLE POLE
POINT (-122.27472582003958 37.885421673828894),1939,HOPKINS,1901,563776.504307,94709,HOPKINS,1201,31.207,25,4193350.32596,THE ALAMEDA,604,Single Pole,SINGLE POLE
POINT (-122.27489464721768 37.885581936607),1939,HOPKINS,1901,563761.519953,94707,HOPKINS,1161,33.042,25,4193367.99286,THE ALAMEDA,605,Single Pole,SINGLE POLE
POINT (-122.27638021559417 37.888984612110114),1931,MARIN,1901,563627.958494,94707,MARIN,1901,51.097,35,4193744.51216,MARIN AVE,606,Single Pole,SINGLE POLE
POINT (-122.27615455195088 37.888002110010554),1123,THE ALAMEDA,1101,563648.646872,94707,THE ALAMEDA,1103,37.675,35,4193635.65559,THE ALAMEDA,607,Single Pole,SINGLE POLE
POINT (-122.29921476412055 37.87968627348586),1399,8TH,1301,561627.837966,94710,8TH,924,-22.971,25,4192697.5146,GILMAN ST,684,Single Pole,SINGLE POLE
POINT (-122.30084759288103 37.89670031127204),1111,"BRIGHTON, AL",1101,561470.096155,94707,"BRIGHTON, AL",618,-24.416,25,4194584.17945,NEILSON ST,608,Single Pole,SINGLE POLE
POINT (-122.29722381049363 37.884547347978106),1099,"MONROE, AL",0,561798.864142,94710,"MONROE, AL",1172,-19.501,25,4193238.17761,SAN PABLO AVE,609,Pole Mast,MASTARM POLE
POINT (-122.29729195149513 37.88457118922067),1099,"MONROE, AL",0,561792.852231,94710,"MONROE, AL",1172,-18.042,25,4193240.77758,SAN PABLO AVE,610,Single Pole,SINGLE POLE
POINT (-122.29730084606949 37.884692822851655),1099,"MONROE, AL",0,561791.967957,94710,"MONROE, AL",1172,-16.813,25,4193254.26677,SAN PABLO AVE,611,Single Pole,SINGLE POLE
POINT (-122.29699875267879 37.88463153668699),0,"SAN PABLO, AL",0,561818.584733,94710,"SAN PABLO, AL",1172,-17.706,35,4193247.66776,SAN PABLO AVE,612,Single Pole,SINGLE POLE
POINT (-122.26597670822838 37.872586626379736),1999,OXFORD,1951,564557.064241,94720,OXFORD,2301,36.728,25,4191932.26879,BANCROFT WAY,613,Single Pole,SINGLE POLE
POINT (-122.27293385061158 37.86976746735484),2149,MARTIN LUTHER KING J,2101,563947.615052,94703,MARTIN LUTHER KING J,2100,17.126,35,4191614.68788,M L KING JR WAY,614,Single Pole,SINGLE POLE
POINT (-122.2726962645346 37.869799245858246),2149,MARTIN LUTHER KING J,2101,563968.483716,94704,MARTIN LUTHER KING J,2109,17.518,35,4191618.37674,M L KING JR WAY,615,Single Pole,SINGLE POLE
POINT (-122.27267799441468 37.86981478032207),2149,MARTIN LUTHER KING J,2101,563970.077209,94704,MARTIN LUTHER KING J,2109,20.622,35,4191620.11235,M L KING JR WAY,616,Single Pole,SINGLE POLE
POINT (-122.26598627559632 37.870473421920885),2123,OXFORD,2121,564558.067494,94704,OXFORD,2128,34.327,25,4191697.79748,OXFORD ST,617,Single Pole,SINGLE POLE
POINT (-122.26606233373737 37.87066852637624),2199,CENTER,2111,564551.207526,94704,CENTER,2150,33.144,25,4191719.39269,ADDISON ST,618,Single Pole,SINGLE POLE
POINT (-122.26764564815974 37.87042974848063),2199,CENTER,2111,564412.157537,94704,CENTER,2119,24.384,25,4191691.80566,CENTER ST,619,Single Pole,SINGLE POLE
POINT (-122.28183555507901 37.870598650430175),1999,SACRAMENTO,1925,563163.964347,94703,SACRAMENTO,1501,0.445,35,4191700.84684,UNIVERSITY AVE,620,Pole Mast,MASTARM POLE
POINT (-122.26844963332411 37.87109699611173),2089,ADDISON,2001,564340.864489,94704,ADDISON,2104,24.838,25,4191765.28372,SHATTUCK AVE,621,Single Pole,SINGLE POLE
POINT (-122.26833675486942 37.87105210254294),0,SHATTUCK,0,564350.831631,94704,SHATTUCK,2104,24.8,35,4191760.37981,SHATTUCK AVE,622,Single Pole,SINGLE POLE
