FACILITYID,INSTALLDAT,WATTAGE,the_geom,CONDITION,LASTUPDATE,ACCOUNT,ARM_LENGTH,LATITUDE,LONGITUDE,DISTRIBUTI,CITY_FACIL,GROUP_,HEADS,INSTALLED,PHOTOCELL,ISSUES_REP,MODEL_NUMB,MOUNTING_H,OLD_TARIFF,OLD_TYPE,VOLTAGE,OLD_WATTAG,PGE_TARIFF,PLATE_PHOT,POLE_CONDI,POLE_MATER,RATE,SAID,SPID,ADDRESS,TWIN_POLE_,UNIQUE_ID,MANUFACTUR,WARRANTY_D,WARRANTY_P,WARRANTY,AUDIT_DATE
RS13,01/14/2015 12:00:00 AM +0000,48,POINT (-122.30098399953765 37.86773199868637),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.867732,-122.300984,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-14-15_9_53_AM_RS13_installer3.jpg,OK,Fiberglass,LS-2,4439239517,7553254945,3RD ST,,0423_1321_0095,SimplyLED,01/14/2015 12:00:00 AM +0000,Tanko Lighting,10,04/23/2014 12:00:00 AM +0000
RS12,01/14/2015 12:00:00 AM +0000,48,POINT (-122.30103200047677 37.86786499914899),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.867865,-122.301032,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-14-15_9_32_AM_RS12_installer3.jpg,OK,Fiberglass,LS-2,4439239517,7553254941,3RD ST,,0423_1320_4764,SimplyLED,01/14/2015 12:00:00 AM +0000,Tanko Lighting,10,04/23/2014 12:00:00 AM +0000
OGP1640,01/14/2015 12:00:00 AM +0000,48,POINT (-122.28715699964488 37.87566999866345),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.87567,-122.287157,2,OHLONE GREENWAY PATH 1640,CityStreetPath,Single,YES,PHOTOCELL,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-14-15_10_50_AM_OGP_1640_installer8.jpg,OK,Metal,LS-2,6274328004,8128510824,VIRGINIA GDNS,,102909005665,SimplyLED,01/14/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
OGP1681,01/14/2015 12:00:00 AM +0000,48,POINT (-122.28692500034315 37.87573799945425),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.875738,-122.286925,2,OHLONE GREENWAY PATH 1681,CityStreetPath,Single,YES,PHOTOCELL,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-14-15_11_20_AM_0GP1681_installer8.jpg,OK,Metal,LS-2,6274328004,8128513116,VIRGINIA GDNS,,102908002489,SimplyLED,01/14/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
OGP1612,01/09/2015 12:00:00 AM +0000,48,POINT (-122.28731000040793 37.875940998856386),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.875941,-122.28731,2,NO CITY DATA,CityStreetPath,Single,YES,PHOTOCELL,,ALD-50-N40-V450,25-30 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_2_49_PM_OG1611_installer4.jpg,OK,Metal,LS-2,6274328004,8128513565,1324 CEDAR ST,,102902003102,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
CRP1,01/09/2015 12:00:00 AM +0000,48,POINT (-122.28793899967351 37.87658399922834),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.876584,-122.287939,2,CRP1,Parks,Single,YES,PHOTOCELL,,ALD-50-N40-V450,25-30 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_1_26_PM_CRP1_installer4.jpg,OK,Metal,LS-2,6232662008,8013935998,1326 ROSE ST,,102906007649,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
CRP2,01/09/2015 12:00:00 AM +0000,48,POINT (-122.28793899967351 37.87658399922834),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.876584,-122.287939,2,CRP2,Parks,Single,YES,PHOTOCELL,,ALD-50-N40-V450,25-30 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_1_08_PM_CRP2_installer4.jpg,OK,Metal,LS-2,6232662008,8013936904,Ohlone Greenway,,102907005027,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
CPR6,01/09/2015 12:00:00 AM +0000,48,POINT (-122.28793899967351 37.87658399922834),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.876584,-122.287939,2,CRP6,Parks,Single,YES,PHOTOCELL,,ALD-50-N40-V450,25-30 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_1_44_PM_X_installer4.jpg,OK,Metal,LS-2,6232662008,8013936934,1316 ROSE ST,,102911009685,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
CPR7,01/09/2015 12:00:00 AM +0000,48,POINT (-122.28793899967351 37.87658399922834),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.876584,-122.287939,2,CRP7,Parks,Single,YES,PHOTOCELL,,ALD-50-N40-V450,25-30 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_12_36_PM_X_installer4.jpg,OK,Metal,LS-2,6232662008,8013936922,1283 CEDAR ST,,102912009767,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
CPR5,01/09/2015 12:00:00 AM +0000,48,POINT (-122.28793899967351 37.87658399922834),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.876584,-122.287939,2,CRP5,Parks,Single,YES,PHOTOCELL,,ALD-50-N40-V450,25-30 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_2_19_PM_x_installer4.jpg,OK,Metal,LS-2,6232662008,8013936928,1291 CEDAR ST,,102913006792,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
CR3,01/09/2015 12:00:00 AM +0000,48,POINT (-122.28793899967351 37.87658399922834),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.876584,-122.287939,2,CRP3,Parks,Single,YES,PHOTOCELL,,ALD-50-N40-V450,25-30 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_11_08_AM_CR3_installer4.jpg,OK,Metal,LS-2,6232662008,8013936914,1309 CEDAR ST,,102914001639,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
OGP1485,01/09/2015 12:00:00 AM +0000,48,POINT (-122.28875099959573 37.8788449990437),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.878845,-122.288751,2,OHLONE GREENWAY PATH 1485,CityStreetPath,Single,YES,PHOTOCELL,,ALD-50-N40-V450,25-30 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_9_24_AM_OGP1485_installer4.jpg,OK,Metal,LS-2,6274328004,8128518492,1438 PERALTA AVE,,102916005089,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
OGP1X55,01/09/2015 12:00:00 AM +0000,48,POINT (-122.2889139998445 37.87927399885779),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.879274,-122.288914,2,NO CITY DATA,CityStreetPath,Single,YES,PHOTOCELL,,ALD-50-N40-V450,25-30 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_9_14_AM_OGP1x55_installer4.jpg,OK,Metal,LS-2,6274328004,8128510671,Ohlone Greenway,,102917008914,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
OGP1425,01/09/2015 12:00:00 AM +0000,48,POINT (-122.28906400028016 37.879660999059254),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.879661,-122.289064,2,OHLONE GREENWAY PATH 1425,CityStreetPath,Single,YES,PHOTOCELL,,ALD-50-N40-V450,25-30 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_8_48_AM_OGP1425_installer4.jpg,OK,Metal,LS-2,6274328004,8128510829,1409 NORTHSIDE AVE,,102918006395,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
OGP1401,01/09/2015 12:00:00 AM +0000,48,POINT (-122.28927100007175 37.880076998837),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.880077,-122.289271,2,OHLONE GREENWAY PATH 1401,CityStreetPath,Single,YES,PHOTOCELL,,ALD-50-N40-V450,25-30 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_8_12_AM_OGP1401_installer4.jpg,OK,Metal,LS-2,6274328004,8128510074,1386 NORTHSIDE AVE,,102919002709,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
OXP1390,01/08/2015 12:00:00 AM +0000,48,POINT (-122.2895059999397 37.880504999373024),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.880505,-122.289506,2,NO CITY DATA,CityStreetPath,Single,YES,PHOTOCELL,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-8-15_1_48_PM_oxp1390_installer8.jpg,OK,Metal,LS-2,6274328004,8128514608,1354 NEILSON ST,,102920000551,SimplyLED,01/08/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
OGPW1355,01/09/2015 12:00:00 AM +0000,48,POINT (-122.28970399986854 37.88057299879489),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.880573,-122.289704,2,OHLONE GREENWAY PATH WEST 1355,CityStreetPath,Single,YES,PHOTOCELL,,ALD-50-N40-V450,25-30 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_10_34_AM_OGPW1355_installer4.jpg,OK,Metal,LS-2,6274328004,8128510252,1354 NEILSON ST,,102901000382,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
OGPW1335,01/08/2015 12:00:00 AM +0000,48,POINT (-122.28976700005498 37.880803999467716),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.880804,-122.289767,2,OHLONE GREENWAY PATH WEST 1335,CityStreetPath,Single,YES,SHORTING CAP,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-8-15_1_28_PM_ogpw1335_installer8.jpg,OK,Metal,LS-2,6274328004,8128510016,Geneva's Path,,0001_9999_1158,SimplyLED,01/08/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
OGP1340,01/08/2015 12:00:00 AM +0000,48,POINT (-122.28965399976332 37.88087899908603),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.880879,-122.289654,2,NO CITY DATA,CityStreetPath,Single,YES,PHOTOCELL,,ALD-50-N40-V450,< 25 feet,HPS_120_70,HPS,120,70,S-LD-50,Berkeley_Install_1-8-15_1_20_PM_ogp1350_installer8.jpg,OK,Metal,LS-2,6274328004,8128510000,1330 NEILSON ST,,0001_9999_1157,SimplyLED,01/08/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
OGPW1325,01/08/2015 12:00:00 AM +0000,48,POINT (-122.28987399985616 37.88096699903122),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.880967,-122.289874,2,OHLONE GREENWAY PATH WEST 1325,CityStreetPath,Single,YES,SHORTING CAP,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-8-15_1_43_PM_ogpw1325_installer8.jpg,OK,Metal,LS-2,6232662147,4941108993,1319 CURTIS ST,,0001_9999_1159,SimplyLED,01/08/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
OXP1X0X,01/08/2015 12:00:00 AM +0000,48,POINT (-122.28999599976012 37.88118699918571),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.881187,-122.289996,2,NO CITY DATA,CityStreetPath,Single,YES,PHOTOCELL,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-8-15_1_44_PM_oxp1x0_installer8.jpg,OK,Metal,LS-2,6274328004,8138938034,1307 CURTIS ST,,102922009602,SimplyLED,01/08/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
EPL8,03/04/2015 12:00:00 AM +0000,48,POINT (-122.25363199960904 37.857562999153956),OK,11/30/1899 12:00:00 AM +0000,#N/A,2,37.857563,-122.253632,2,NO CITY DATA,OtherLots,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_3-4-15_4_24_PM_EPL8_installerin.jpg,OK,Metal,LS-2,#N/A,ADD TO PGE,2940 College Avenue,,0305_1469_1234,SimplyLED,03/04/2015 12:00:00 AM +0000,Tanko Lighting,10,03/05/2015 12:00:00 AM +0000
EPL9,03/04/2015 12:00:00 AM +0000,48,POINT (-122.25376400041333 37.85775699907744),OK,11/30/1899 12:00:00 AM +0000,#N/A,2,37.857757,-122.253764,2,NO CITY DATA,OtherLots,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_3-4-15_4_24_PM_EPL9_installerin.jpg,OK,Metal,LS-2,#N/A,ADD TO PGE,3 Benvenue Avenue,,0305_1470_1234,SimplyLED,03/04/2015 12:00:00 AM +0000,Tanko Lighting,10,03/05/2015 12:00:00 AM +0000
EPL4,03/04/2015 12:00:00 AM +0000,48,POINT (-122.25359200053951 37.857828999211115),OK,11/30/1899 12:00:00 AM +0000,#N/A,2,37.857829,-122.253592,2,NO CITY DATA,OtherLots,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_3-4-15_4_18_PM_EPL4_installerin.jpg,OK,Metal,LS-2,#N/A,ADD TO PGE,2914 College Avenue,,0305_1468_1234,SimplyLED,03/04/2015 12:00:00 AM +0000,Tanko Lighting,10,03/05/2015 12:00:00 AM +0000
EPL10,03/04/2015 12:00:00 AM +0000,48,POINT (-122.25354499954808 37.85792999935275),OK,11/30/1899 12:00:00 AM +0000,#N/A,2,37.85793,-122.253545,2,ELMWOOD PKNG LOT 10 OF 14 METE,OtherLots,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_3-4-15_4_23_PM_EPL1x_installerin.jpg,OK,Metal,LS-2,#N/A,ADD TO PGE,2914 College Avenue,,0305_1467_1234,SimplyLED,03/04/2015 12:00:00 AM +0000,Tanko Lighting,10,03/05/2015 12:00:00 AM +0000
EPL11,03/04/2015 12:00:00 AM +0000,48,POINT (-122.25376699994032 37.858005999316376),OK,11/30/1899 12:00:00 AM +0000,#N/A,2,37.858006,-122.253767,2,ELMWOOD PKNG LOT 11 OF 14 METE,OtherLots,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_3-4-15_4_22_PM_EPL11_installerin.jpg,OK,Metal,LS-2,#N/A,ADD TO PGE,2642 Russell Street,,0305_1465_1234,SimplyLED,03/04/2015 12:00:00 AM +0000,Tanko Lighting,10,03/05/2015 12:00:00 AM +0000
EPL12,03/04/2015 12:00:00 AM +0000,48,POINT (-122.25366600038957 37.85803299911694),OK,11/30/1899 12:00:00 AM +0000,#N/A,2,37.858033,-122.253666,2,ELMWOOD PKNG LOT 12 OF 14 METE,OtherLots,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_3-4-15_4_21_PM_EPL12_installerin.jpg,OK,Metal,LS-2,#N/A,ADD TO PGE,2642 Russell Street,,0305_1466_1234,SimplyLED,03/04/2015 12:00:00 AM +0000,Tanko Lighting,10,03/05/2015 12:00:00 AM +0000
EPL13,03/04/2015 12:00:00 AM +0000,48,POINT (-122.25382299950374 37.85816399932445),OK,11/30/1899 12:00:00 AM +0000,#N/A,2,37.858164,-122.253823,2,ELMWOOD PKNG LOT 13 OF 14 METE,OtherLots,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_3-4-15_4_26_PM_EPL13_installerin.jpg,OK,Metal,LS-2,#N/A,ADD TO PGE,2662 RUSSELL ST,,0305_1464_1234,SimplyLED,03/04/2015 12:00:00 AM +0000,Tanko Lighting,10,03/05/2015 12:00:00 AM +0000
EPL14,03/04/2015 12:00:00 AM +0000,48,POINT (-122.25356200033377 37.85821999892545),OK,11/30/1899 12:00:00 AM +0000,#N/A,2,37.85822,-122.253562,2,ELMWOOD PKNG LOT 14 OF 14 METE,OtherLots,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_3-4-15_4_26_PM_EPL14_installerin.jpg,OK,Metal,LS-2,#N/A,ADD TO PGE,2678 RUSSELL ST,,0305_1463_1234,SimplyLED,03/04/2015 12:00:00 AM +0000,Tanko Lighting,10,03/05/2015 12:00:00 AM +0000
ANI4,01/13/2015 12:00:00 AM +0000,48,POINT (-122.30274600003152 37.86598999890369),OK,11/30/1899 12:00:00 AM +0000,#N/A,2,37.86599,-122.302746,2,NO CITY DATA,CityStreetPath,Single,YES,PHOTOCELL,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-13-15_11_11_AM_ani4_installer8.jpg,OK,Metal,LS-2,#N/A,ADD TO PGE,25 BOLIVAR DR,,11315_11_11_52,SimplyLED,01/13/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
AD643,01/12/2015 12:00:00 AM +0000,48,POINT (-122.3012920003265 37.86599999908116),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.866,-122.301292,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_150,HPS,120,150,S-LD-50,Berkeley_Install_1-12-15_3_02_PM_AD643_installer4.jpg,OK,Metal,LS-2,6274328004,8149330746,651 ADDISON ST,,0114_0337_2412,SimplyLED,01/12/2015 12:00:00 AM +0000,Tanko Lighting,10,01/14/2015 12:00:00 AM +0000
SC3070,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27890200024983 37.85215799877303),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.852158,-122.278902,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_9_08_AM_sc3070_installer8.jpg,OK,Metal,LS-2,6232662014,8013938002,3060 SACRAMENTO ST,,0416_1457_9278,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC2961,01/09/2015 12:00:00 AM +0000,48,POINT (-122.2790000004225 37.85387499941552),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.853875,-122.279,2,SC2961,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_12_46_PM_SC_2961_installer8.jpg,OK,Metal,LS-2,6232662147,4941106337,2963 SACRAMENTO ST,,0416_1407_5948,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC2909,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27917500006491 37.854608999094296),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.854609,-122.279175,2,SC2909,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_1_19_PM_SC_2909_installer8.jpg,OK,Metal,LS-2,6232662014,8013936964,2923 SACRAMENTO ST,,0416_1403_0465,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SKP19,03/05/2015 12:00:00 AM +0000,48,POINT (-122.31674600045126 37.86391999881842),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.86392,-122.316746,2,SKP10,MarinaLots,Single,YES,PHOTOCELL,,ALD-50-N40-V450,< 25 feet,HPS_120_70,HPS,120,70,S-LD-50,Berkeley_Install_3-5-15_10_23_PM_SWP10_installerin.jpg,OK,Metal,LS-2,6274328004,8128510735,WEST ADM LOT MARINA,,0424_1102_8844,SimplyLED,03/05/2015 12:00:00 AM +0000,Tanko Lighting,10,04/24/2014 12:00:00 AM +0000
AD618,01/12/2015 12:00:00 AM +0000,48,POINT (-122.30181999972018 37.865731998610244),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.865732,-122.30182,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,MH_120_150,MH,120,150,S-LD-50,Berkeley_Install_1-12-15_9_47_AM_AD618_installer4.jpg,OK,Metal,LS-2,6274328004,8128510777,620 ADDISON ST,,0418_0839_6429,SimplyLED,01/12/2015 12:00:00 AM +0000,Tanko Lighting,10,04/18/2014 12:00:00 AM +0000
AD613,01/13/2015 12:00:00 AM +0000,48,POINT (-122.30198200000379 37.86580099872943),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.865801,-122.301982,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,MH_120_100,MH,120,100,S-LD-50,Berkeley_Install_1-13-15_9_01_AM_ad613_installer8.jpg,OK,Metal,LS-2,6274328004,8170145274,607 ADDISON ST,,0418_0830_8943,SimplyLED,01/13/2015 12:00:00 AM +0000,Tanko Lighting,10,04/18/2014 12:00:00 AM +0000
AD607,01/13/2015 12:00:00 AM +0000,48,POINT (-122.3020429997948 37.86580899881976),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.865809,-122.302043,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,MH_120_100,MH,120,100,S-LD-50,Berkeley_Install_1-13-15_9_03_AM_ad607_installer8.jpg,OK,Metal,LS-2,6274328004,8128510251,607 ADDISON ST,,0418_0835_3159,SimplyLED,01/13/2015 12:00:00 AM +0000,Tanko Lighting,10,04/18/2014 12:00:00 AM +0000
AD660,01/13/2015 12:00:00 AM +0000,48,POINT (-122.30101799948237 37.86589299885375),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.865893,-122.301018,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,MH_120_100,MH,120,100,S-LD-50,Berkeley_Install_1-13-15_8_25_AM_ad660_installer8.jpg,OK,Metal,LS-2,6274328004,8159753664,662 ADDISON ST,,0418_0845_5627,SimplyLED,01/13/2015 12:00:00 AM +0000,Tanko Lighting,10,04/18/2014 12:00:00 AM +0000
PB01,01/13/2015 12:00:00 AM +0000,48,POINT (-122.30278200035559 37.8658949993981),OK,11/30/1899 12:00:00 AM +0000,1005714586,2,37.865895,-122.302782,2,PB01,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-13-15_9_49_AM_pb01_installer8.jpg,OK,Fiberglass,metered,#N/A,METERED,31 BOLIVAR DR,,0423_1215_1077,SimplyLED,01/13/2015 12:00:00 AM +0000,Tanko Lighting,10,04/23/2014 12:00:00 AM +0000
FO2097,01/12/2015 12:00:00 AM +0000,48,POINT (-122.29944599948358 37.86647699914357),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.866477,-122.299446,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,MH_120_100,MH,120,100,S-LD-50,Berkeley_Install_1-12-15_8_38_AM_FO2097_installer4.jpg,OK,Metal,LS-2,6232662091,7682496685,2087 4TH ST,,0418_1001_9213,SimplyLED,01/12/2015 12:00:00 AM +0000,Tanko Lighting,10,04/18/2014 12:00:00 AM +0000
FO2093,01/12/2015 12:00:00 AM +0000,48,POINT (-122.2996549999579 37.86665399932071),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.866654,-122.299655,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,MH_120_150,MH,120,150,S-LD-50,Berkeley_Install_1-12-15_1_29_PM_FO2093_installer4.jpg,OK,Metal,LS-2,6232662091,7682496602,2069 4TH ST,,0418_0957_9514,SimplyLED,01/12/2015 12:00:00 AM +0000,Tanko Lighting,10,04/18/2014 12:00:00 AM +0000
FO2089,01/12/2015 12:00:00 AM +0000,48,POINT (-122.29952600003256 37.86669799917202),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.866698,-122.299526,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,MH_120_150,MH,120,150,S-LD-50,Berkeley_Install_1-12-15_11_31_AM_FO2089_installer4.jpg,OK,Metal,LS-2,6274328004,8128510576,2067 4TH ST,,0418_0938_4032,SimplyLED,01/12/2015 12:00:00 AM +0000,Tanko Lighting,10,04/18/2014 12:00:00 AM +0000
SKP11,03/04/2015 12:00:00 AM +0000,48,POINT (-122.3171049998948 37.86456799906451),OK,11/30/1899 12:00:00 AM +0000,#N/A,2,37.864568,-122.317105,2,SKP11,MarinaLots,Single,YES,PHOTOCELL,MAJOR TREE INTERFERENCE,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_3-4-15_2_05_PM_skp10_installer8.jpg,OK,Metal,LS-2,#N/A,ADD TO PGE,WEST ADM LOT MARINA,,0424_1057_4458,SimplyLED,03/04/2015 12:00:00 AM +0000,Tanko Lighting,10,04/24/2014 12:00:00 AM +0000
7529,01/29/2015 12:00:00 AM +0000,48,POINT (-122.27186199948922 37.85632599895695),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.856326,-122.271862,2,NO CITY DATA,Parks,Single,YES,PHOTOCELL,,ALD-50-N40-V450,<25 Feet,HPS_120_150,HPS,120,150,S-LD-50,Berkeley_Install_1-15-15_8_35_00_AM_90066_installer4.jpg,OK,Metal,LS-2,6274328004,8128510539,1867 RUSSELL ST,,0001_9129_0444,SimplyLED,01/29/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
7528,01/29/2015 12:00:00 AM +0000,48,POINT (-122.27206900037054 37.85659799869369),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.856598,-122.272069,2,NO CITY DATA,Parks,Single,YES,PHOTOCELL,,ALD-50-N40-V450,<25 Feet,HPS_120_150,HPS,120,150,S-LD-50,Berkeley_Install_1-15-15_8_35_00_AM_90065_installer4.jpg,OK,Metal,LS-2,6232662147,4941019353,2828 Martin Luther King Junior Way,,0001_9129_1021,SimplyLED,01/29/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
