FACILITYID,INSTALLDAT,WATTAGE,the_geom,CONDITION,LASTUPDATE,ACCOUNT,ARM_LENGTH,LATITUDE,LONGITUDE,DISTRIBUTI,CITY_FACIL,GROUP_,HEADS,INSTALLED,PHOTOCELL,ISSUES_REP,MODEL_NUMB,MOUNTING_H,OLD_TARIFF,OLD_TYPE,VOLTAGE,OLD_WATTAG,PGE_TARIFF,PLATE_PHOT,POLE_CONDI,POLE_MATER,RATE,SAID,SPID,ADDRESS,TWIN_POLE_,UNIQUE_ID,MANUFACTUR,WARRANTY_D,WARRANTY_P,WARRANTY,AUDIT_DATE
B4839,07/02/2014 12:00:00 AM +0000,42,POINT (-122.29286600057786 37.85703699886881),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.857037,-122.292866,3,4839,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_100,HPS,120,100,S-LD-45,Berkeley_Install_7-2-14_7_14_AM_x_installer14.jpg,OK,Wood,LS-2,6274328004,8159749422,905 CARLETON ST,,0416_1618_6062,Leotek,07/02/2014 12:00:00 AM +0000,Graybar,10,04/16/2014 12:00:00 AM +0000
B4493,08/05/2014 12:00:00 AM +0000,42,POINT (-122.2707569995664 37.85704399910479),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.857044,-122.270757,3,4493,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_8-5-14_9_31_AM_bxxxx_installer13.jpg,OK,Wood,LS-2,6274328004,8159725408,1926 OREGON ST,,0430_1823_2185,Leotek,08/05/2014 12:00:00 AM +0000,Graybar,10,04/30/2014 12:00:00 AM +0000
B4492,07/24/2014 12:00:00 AM +0000,42,POINT (-122.27199100041692 37.857050998861446),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.857051,-122.271991,3,4492,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-24-14_8_36_AM_x_installer13.jpg,OK,Wood,LS-2,6274328004,8159725402,1866 OREGON ST,,0429_1525_6403,Leotek,07/24/2014 12:00:00 AM +0000,Graybar,10,04/29/2014 12:00:00 AM +0000
B1689,07/18/2014 12:00:00 AM +0000,42,POINT (-122.2823599994651 37.857080999387236),OK,11/30/1899 12:00:00 AM +0000,6274328734,6,37.857081,-122.28236,3,1689,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-18-14_12_44_PM_b189x_installer14.jpg,OK,Wood,LS-2,6274328004,8128556838,2811 ACTON ST,,0422_1006_4026,Leotek,07/18/2014 12:00:00 AM +0000,Graybar,10,04/22/2014 12:00:00 AM +0000
B5933,07/01/2014 12:00:00 AM +0000,42,POINT (-122.28850599959182 37.8571049987038),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.857105,-122.288506,3,5933,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-1-14_2_33_PM_x_installer14.jpg,OK,Wood,LS-2,6274328004,8170146316,1090 PARDEE ST,,0416_1514_2876,Leotek,07/01/2014 12:00:00 AM +0000,Graybar,10,04/16/2014 12:00:00 AM +0000
B4846,07/01/2014 12:00:00 AM +0000,42,POINT (-122.28945900008239 37.85711399896077),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.857114,-122.289459,3,4846,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-1-14_12_28_PM_b48xx_installer14.jpg,OK,Wood,LS-2,6274328004,8159749464,2739 10TH ST,,0416_1557_0015,Leotek,07/01/2014 12:00:00 AM +0000,Graybar,10,04/16/2014 12:00:00 AM +0000
B2105,07/16/2014 12:00:00 AM +0000,42,POINT (-122.28659299983822 37.85713399914771),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.857134,-122.286593,3,2105,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-16-14_9_46_AM_b21x5_installer13.jpg,OK,Wood,LS-2,6274328004,8138894252,1176 WARD ST,,0422_1046_3231,Leotek,07/16/2014 12:00:00 AM +0000,Graybar,10,04/22/2014 12:00:00 AM +0000
B3513,07/22/2014 12:00:00 AM +0000,42,POINT (-122.27749999961382 37.85718299912798),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.857183,-122.2775,3,3513,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-22-14_2_38_PM_b3xx3_installerin.jpg,OK,Wood,LS-2,6274328004,8149329658,1601 STUART ST,,0429_1322_6121,Leotek,07/22/2014 12:00:00 AM +0000,Graybar,10,04/29/2014 12:00:00 AM +0000
B1777,07/23/2014 12:00:00 AM +0000,42,POINT (-122.27602400012104 37.85733199933003),OK,11/30/1899 12:00:00 AM +0000,6274328734,6,37.857332,-122.276024,3,1777,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-23-14_8_50_AM_bx777_installer14.jpg,OK,Wood,LS-2,6274328004,8128534974,1675 STUART ST,,0429_1327_0116,Leotek,07/23/2014 12:00:00 AM +0000,Graybar,10,04/29/2014 12:00:00 AM +0000
B4020,08/11/2014 12:00:00 AM +0000,42,POINT (-122.26248399988695 37.857334998803864),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.857335,-122.262484,3,4020,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_8-11-14_9_03_AM_4X20_installer16.jpg,OK,Wood,LS-2,6274328004,8149365186,2264 RUSSELL ST,,0430_1404_9735,Leotek,08/11/2014 12:00:00 AM +0000,Graybar,10,04/30/2014 12:00:00 AM +0000
B2209,08/08/2014 12:00:00 AM +0000,42,POINT (-122.26133599999325 37.85736399945141),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.857364,-122.261336,3,2209,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_8-8-14_7_45_AM_B220X_installer10.jpg,OK,Wood,LS-2,6274328004,8138903604,2311 RUSSELL ST,,0430_1346_8674,Leotek,08/08/2014 12:00:00 AM +0000,Graybar,10,04/30/2014 12:00:00 AM +0000
B4780,07/16/2014 12:00:00 AM +0000,42,POINT (-122.2815260003548 37.857481998757905),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.857482,-122.281526,3,4780,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-16-14_9_47_AM_b478x_installer14.jpg,OK,Wood,LS-2,6274328004,8159745204,2805 DOHR ST,,0422_1023_0188,Leotek,07/16/2014 12:00:00 AM +0000,Graybar,10,04/22/2014 12:00:00 AM +0000
B4488,07/23/2014 12:00:00 AM +0000,42,POINT (-122.27479200046038 37.85748799907689),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.857488,-122.274792,3,4488,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-23-14_12_51_PM_bxxxx_installer13.jpg,OK,Wood,LS-2,6274328004,8159724474,1728 STUART ST,,0429_1332_2562,Leotek,07/23/2014 12:00:00 AM +0000,Graybar,10,04/29/2014 12:00:00 AM +0000
B5704,08/18/2014 12:00:00 AM +0000,42,POINT (-122.24901500015201 37.857543999220816),OK,11/30/1899 12:00:00 AM +0000,6274328734,12,37.857544,-122.249015,3,5704,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_8-18-14_8_38_AM_5704B_installer16.jpg,OK,Wood,LS-2,6274328004,8159807864,2905 MAGNOLIA ST,,0425_1138_7964,Leotek,08/18/2014 12:00:00 AM +0000,Graybar,10,04/25/2014 12:00:00 AM +0000
B1779,07/23/2014 12:00:00 AM +0000,42,POINT (-122.27434000020484 37.8575469989126),OK,11/30/1899 12:00:00 AM +0000,6274328734,6,37.857547,-122.27434,3,1779,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-23-14_1_00_PM_x_installer13.jpg,OK,Wood,LS-2,6274328004,8128534988,1749 STUART ST,,0429_1333_5864,Leotek,07/23/2014 12:00:00 AM +0000,Graybar,10,04/29/2014 12:00:00 AM +0000
B2865,08/13/2014 12:00:00 AM +0000,42,POINT (-122.25560999979069 37.85760599877493),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.857606,-122.25561,3,2865,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_8-13-14_1_51_PM_x_installer14.jpg,OK,Wood,LS-2,6274328004,8138952664,2913 HILLEGASS AVE,,0429_1543_0162,Leotek,08/13/2014 12:00:00 AM +0000,Graybar,10,04/29/2014 12:00:00 AM +0000
B3312,07/23/2014 12:00:00 AM +0000,42,POINT (-122.27389099959407 37.85760699881898),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.857607,-122.273891,3,3312,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-23-14_1_08_PM_b3xxx_installer13.jpg,OK,Wood,LS-2,6274328004,8149312992,1771 STUART ST,,0429_1336_8043,Leotek,07/23/2014 12:00:00 AM +0000,Graybar,10,04/29/2014 12:00:00 AM +0000
B4776,07/18/2014 12:00:00 AM +0000,42,POINT (-122.28457399993236 37.857618998650125),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.857619,-122.284574,3,4776,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-18-14_1_30_PM_xxx76_installer14.jpg,OK,Wood,LS-2,6274328004,8159743176,2777 MABEL ST,,0422_0928_1871,Leotek,07/18/2014 12:00:00 AM +0000,Graybar,10,04/22/2014 12:00:00 AM +0000
B6372,08/08/2014 12:00:00 AM +0000,42,POINT (-122.25966499991459 37.857701998850615),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.857702,-122.259665,3,6372,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_8-8-14_7_22_AM_X3X2_installer10.jpg,OK,Wood,LS-2,6274328004,8170177514,2920 TELEGRAPH AVE,,0430_1343_9074,Leotek,08/08/2014 12:00:00 AM +0000,Graybar,10,04/30/2014 12:00:00 AM +0000
B4167,07/22/2014 12:00:00 AM +0000,42,POINT (-122.27555400034389 37.857719998837275),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.85772,-122.275554,3,4167,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_100,HPS,120,100,S-LD-45,Berkeley_Install_7-22-14_11_21_AM_b4x67_installerin.jpg,OK,Wood,LS-2,6274328004,8128513056,2781 MCGEE AVE,,0429_1640_9227,Leotek,07/22/2014 12:00:00 AM +0000,Graybar,10,04/29/2014 12:00:00 AM +0000
B5991,07/16/2014 12:00:00 AM +0000,42,POINT (-122.2819669996637 37.85772499912458),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.857725,-122.281967,3,5991,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-16-14_11_04_AM_b5xxx_installer14.jpg,OK,Wood,LS-2,6274328004,8170149464,1412 WARD ST,,0417_1537_3388,Leotek,07/16/2014 12:00:00 AM +0000,Graybar,10,04/17/2014 12:00:00 AM +0000
B3924,08/27/2014 12:00:00 AM +0000,42,POINT (-122.2932019998443 37.85773499879705),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.857735,-122.293202,3,3924,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_8-27-14_11_34_AM_3924_installer22.jpg,OK,Wood,LS-2,6274328004,8149360956,2645 7TH ST,,0417_0808_2288,Leotek,08/27/2014 12:00:00 AM +0000,Graybar,10,04/17/2014 12:00:00 AM +0000
B2365,07/16/2014 12:00:00 AM +0000,42,POINT (-122.2810190002125 37.85775799878267),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.857758,-122.281019,3,2365,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-16-14_11_20_AM_x_installer14.jpg,OK,Wood,LS-2,6274328004,8138915014,1429 WARD ST,,0417_1535_7955,Leotek,07/16/2014 12:00:00 AM +0000,Graybar,10,04/17/2014 12:00:00 AM +0000
B4651,07/22/2014 12:00:00 AM +0000,42,POINT (-122.27769600016752 37.85793099944394),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.857931,-122.277696,3,4651,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_100,HPS,120,100,S-LD-45,Berkeley_Install_7-22-14_9_16_AM_xx51_installerin.jpg,OK,Wood,LS-2,6274328004,8159735804,2759 CALIFORNIA ST,,0429_1704_5884,Leotek,07/22/2014 12:00:00 AM +0000,Graybar,10,04/29/2014 12:00:00 AM +0000
B4258,08/07/2014 12:00:00 AM +0000,42,POINT (-122.26376999960065 37.85795699874556),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.857957,-122.26377,3,4258,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_8-7-14_1_13_PM_b425x_installer13.jpg,OK,Wood,LS-2,6274328004,8149378698,2209 OREGON ST,,0430_1430_4641,Leotek,08/07/2014 12:00:00 AM +0000,Graybar,10,04/30/2014 12:00:00 AM +0000
B4777,07/17/2014 12:00:00 AM +0000,42,POINT (-122.2823270001234 37.85795799912619),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.857958,-122.282327,3,4777,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-17-14_7_19_AM_XXXX_installer16.jpg,OK,Wood,LS-2,6274328004,8159743186,2755 ACTON ST,,0417_1539_8986,Leotek,07/17/2014 12:00:00 AM +0000,Graybar,10,04/17/2014 12:00:00 AM +0000
B3942,07/01/2014 12:00:00 AM +0000,42,POINT (-122.29113900009 37.858157999080696),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.858158,-122.291139,3,3942,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-1-14_11_25_AM_b3x42_installer14.jpg,OK,Wood,LS-2,6274328004,8149361974,2652 9TH ST,,0417_0841_5105,Leotek,07/01/2014 12:00:00 AM +0000,Graybar,10,04/17/2014 12:00:00 AM +0000
B4835,07/01/2014 12:00:00 AM +0000,42,POINT (-122.28981999962689 37.85827899920038),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.858279,-122.28982,3,4835,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,> 30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-1-14_12_49_PM_x_installer14.jpg,OK,Wood,LS-2,6274328004,8159748492,2663 10TH ST,,0417_0900_4808,Leotek,07/01/2014 12:00:00 AM +0000,Graybar,10,04/17/2014 12:00:00 AM +0000
B6447,08/27/2014 12:00:00 AM +0000,42,POINT (-122.29339599979185 37.8583619987826),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.858362,-122.293396,3,6447,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_8-27-14_11_40_AM_xxxx_installer22.jpg,OK,Wood,LS-2,6274328004,8170181788,2623 7TH ST,,0417_0812_1248,Leotek,08/27/2014 12:00:00 AM +0000,Graybar,10,04/17/2014 12:00:00 AM +0000
B3159,07/23/2014 12:00:00 AM +0000,42,POINT (-122.27590199967264 37.858375999280284),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.858376,-122.275902,3,3159,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-23-14_9_41_AM_b31xx_installer14.jpg,OK,Wood,LS-2,6274328004,8138973468,1689 WARD ST,,0429_1300_1527,Leotek,07/23/2014 12:00:00 AM +0000,Graybar,10,04/29/2014 12:00:00 AM +0000
B3904,07/18/2014 12:00:00 AM +0000,42,POINT (-122.28270200038638 37.85844999877146),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.85845,-122.282702,3,3904,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_100,HPS,120,100,S-LD-45,Berkeley_Install_7-18-14_2_01_PM_bx9x4_installer14.jpg,OK,Wood,LS-2,6274328004,8149358822,1376 DERBY ST,,0417_1528_4497,Leotek,07/18/2014 12:00:00 AM +0000,Graybar,10,04/17/2014 12:00:00 AM +0000
B5936,07/16/2014 12:00:00 AM +0000,42,POINT (-122.28174799951756 37.858451999234205),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.858452,-122.281748,3,5936,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-16-14_10_01_AM_b5936_installer14.jpg,OK,Wood,LS-2,6274328004,8170146338,1416 DERBY ST,,0417_1530_5141,Leotek,07/16/2014 12:00:00 AM +0000,Graybar,10,04/17/2014 12:00:00 AM +0000
B3583,07/16/2014 12:00:00 AM +0000,42,POINT (-122.28135500003775 37.85849999893399),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.8585,-122.281355,3,3583,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-16-14_10_08_AM_b3xxx_installer14.jpg,OK,Wood,LS-2,6274328004,8149334838,1439 DERBY ST,,0417_1531_3442,Leotek,07/16/2014 12:00:00 AM +0000,Graybar,10,04/17/2014 12:00:00 AM +0000
B4418,08/18/2014 12:00:00 AM +0000,42,POINT (-122.24398100030713 37.85850899884828),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.858509,-122.243981,3,4418,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_8-18-14_8_18_AM_x_installer13.jpg,OK,Wood,LS-2,6274328004,8149391104,2948 DOMINGO AVE,,0423_1156_3964,Leotek,08/18/2014 12:00:00 AM +0000,Graybar,10,04/23/2014 12:00:00 AM +0000
B6334,08/08/2014 12:00:00 AM +0000,42,POINT (-122.26019199984847 37.858555999374985),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.858556,-122.260192,3,6334,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_8-8-14_9_10_AM_B6X34_installer10.jpg,OK,Wood,LS-2,6274328004,8170173476,2378 OREGON ST,,0430_1438_2703,Leotek,08/08/2014 12:00:00 AM +0000,Graybar,10,04/30/2014 12:00:00 AM +0000
B6446,08/27/2014 12:00:00 AM +0000,42,POINT (-122.29355299949484 37.85878899905113),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.858789,-122.293553,3,6446,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_8-27-14_11_55_AM_B64xx_installer22.jpg,OK,Wood,LS-2,6274328004,8170181782,2571 7TH ST,,0417_1004_5505,Leotek,08/27/2014 12:00:00 AM +0000,Graybar,10,04/17/2014 12:00:00 AM +0000
B4792,07/15/2014 12:00:00 AM +0000,42,POINT (-122.28670400048573 37.858827999226875),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.858828,-122.286704,3,4792,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-15-14_1_42_PM_x_installer13.jpg,OK,Wood,LS-2,6274328004,8159745288,1223 CARLETON ST,,0417_1513_8324,Leotek,07/15/2014 12:00:00 AM +0000,Graybar,10,04/17/2014 12:00:00 AM +0000
B4051,07/15/2014 12:00:00 AM +0000,42,POINT (-122.28613999980543 37.85889999878937),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.8589,-122.28614,3,4051,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-15-14_1_30_PM_xx051_installer13.jpg,OK,Wood,LS-2,6274328004,8149366144,1244 CARLETON ST,,0417_1512_1659,Leotek,07/15/2014 12:00:00 AM +0000,Graybar,10,04/17/2014 12:00:00 AM +0000
B4496,08/05/2014 12:00:00 AM +0000,42,POINT (-122.27135899973948 37.85891099914181),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.858911,-122.271359,3,4496,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_8-5-14_7_49_AM_b449x_installer13.jpg,OK,Wood,LS-2,6274328004,8159725426,1898 WARD ST,,0430_1927_6355,Leotek,08/05/2014 12:00:00 AM +0000,Graybar,10,04/30/2014 12:00:00 AM +0000
B3224,08/07/2014 12:00:00 AM +0000,42,POINT (-122.26319299999619 37.85895999880678),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.85896,-122.263193,3,3224,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_8-7-14_11_06_AM_x_installer13.jpg,OK,Wood,LS-2,6274328004,8149306792,2244 STUART ST,,0430_1324_4806,Leotek,08/07/2014 12:00:00 AM +0000,Graybar,10,04/30/2014 12:00:00 AM +0000
B3185,07/01/2014 12:00:00 AM +0000,42,POINT (-122.29121399980758 37.85900099873332),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.859001,-122.291214,3,3185,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,< 25 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-1-14_10_09_AM_b3xxx_installer14.jpg,OK,Wood,LS-2,6274328004,8138976626,1003 PARKER ST,,0417_0845_9111,Leotek,07/01/2014 12:00:00 AM +0000,Graybar,10,04/17/2014 12:00:00 AM +0000
B4834,07/02/2014 12:00:00 AM +0000,42,POINT (-122.29007600027293 37.85918899912245),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.859189,-122.290076,3,4834,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,> 30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-1-14_1_20_PM_x_installer14.jpg,OK,Wood,LS-2,6274328004,8159748486,2598 10TH ST,,0417_0852_4974,Leotek,07/02/2014 12:00:00 AM +0000,Graybar,10,04/17/2014 12:00:00 AM +0000
B3901,07/16/2014 12:00:00 AM +0000,42,POINT (-122.28367000015056 37.85921799904567),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.859218,-122.28367,3,3901,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-16-14_1_21_PM_BX901_installer16.jpg,OK,Wood,LS-2,6274328004,8149357898,1359 CARLETON ST,,0417_1509_6479,Leotek,07/16/2014 12:00:00 AM +0000,Graybar,10,04/17/2014 12:00:00 AM +0000
B4520,07/24/2014 12:00:00 AM +0000,42,POINT (-122.27561600046866 37.8592289991745),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.859229,-122.275616,3,4520,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-24-14_9_48_AM_4520_installer13.jpg,OK,Wood,LS-2,6274328004,8159726594,1710 DERBY ST,,0429_1104_9231,Leotek,07/24/2014 12:00:00 AM +0000,Graybar,10,04/29/2014 12:00:00 AM +0000
DW708,08/21/2014 12:00:00 AM +0000,42,POINT (-122.29809199977694 37.859321998923186),OK,11/30/1899 12:00:00 AM +0000,6274328734,6,37.859322,-122.298092,3,DW708,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_200,HPS,120,200,S-LD-45,Berkeley_Install_8-21-14_8_59_AM_DW7X8_installer10.jpg,OK,Metal,LS-2,6274328014,8180556734,712 DWIGHT WAY,,0417_1031_9848,Leotek,08/21/2014 12:00:00 AM +0000,Graybar,10,04/17/2014 12:00:00 AM +0000
B5901,07/02/2014 12:00:00 AM +0000,42,POINT (-122.28919099987709 37.85936299938921),OK,11/30/1899 12:00:00 AM +0000,6274328734,3,37.859363,-122.289191,3,5901,CityStreetPath,Single,YES,PHOTOCELL,,EC1-6M-MV-NW-3-GY-WL-530,25-30 feet,HPS_120_70,HPS,120,70,S-LD-45,Berkeley_Install_7-2-14_8_07_AM_x_installer14.jpg,OK,Wood,LS-2,6274328004,8170144238,1090 PARKER ST,,0417_0855_7811,Leotek,07/02/2014 12:00:00 AM +0000,Graybar,10,04/17/2014 12:00:00 AM +0000
